18009 silly gunzTarPerm modes [ '777', '666' ]
21163 silly gunzTarPerm modified mode [ 'browser.js', 436, 438 ]
21164 silly gunzTarPerm extractEntry index.js
21165 silly gunzTarPerm modified mode [ 'index.js', 509, 511 ]
21166 silly gunzTarPerm extractEntry LICENSE
21167 silly gunzTarPerm modified mode [ 'LICENSE', 420, 438 ]
21168 silly gunzTarPerm extractEntry writable.js
21169 silly gunzTarPerm modified mode [ 'writable.js', 420, 438 ]
21170 silly gunzTarPerm extractEntry LICENSE
21171 silly gunzTarPerm modified mode [ 'LICENSE', 420, 438 ]
21172 silly gunzTarPerm extractEntry uuid.js
21173 silly gunzTarPerm modified mode [ 'uuid.js', 420, 438 ]
21174 silly gunzTarPerm extractEntry LICENSE.md
21175 silly gunzTarPerm modified mode [ 'LICENSE.md', 420, 438 ]
21176 silly gunzTarPerm extractEntry benchmark/README.md
21177 silly gunzTarPerm modified mode [ 'benchmark/README.md', 420, 438 ]
21178 silly gunzTarPerm extractEntry benchmark/benchmark.js
21179 silly gunzTarPerm modified mode [ 'benchmark/benchmark.js', 420, 438 ]
21180 silly gunzTarPerm extractEntry benchmark/bench.gnu
21181 silly gunzTarPerm modified mode [ 'benchmark/bench.gnu', 420, 438 ]
21182 silly gunzTarPerm extractEntry benchmark/bench.sh
21183 silly gunzTarPerm modified mode [ 'benchmark/bench.sh', 493, 511 ]
21184 silly gunzTarPerm extractEntry benchmark/benchmark-native.c
21185 silly gunzTarPerm modified mode [ 'benchmark/benchmark-native.c', 420, 438 ]
21186 silly gunzTarPerm extractEntry bin/uuid
21187 silly gunzTarPerm modified mode [ 'bin/uuid', 493, 511 ]
21188 silly gunzTarPerm extractEntry bower.json
21189 silly gunzTarPerm modified mode [ 'bower.json', 420, 438 ]
21190 silly gunzTarPerm extractEntry component.json
21191 silly gunzTarPerm modified mode [ 'component.json', 420, 438 ]
21192 silly gunzTarPerm extractEntry test/compare_v1.js
21193 silly gunzTarPerm modified mode [ 'test/compare_v1.js', 420, 438 ]
21194 silly gunzTarPerm extractEntry test/test.js
21195 silly gunzTarPerm modified mode [ 'test/test.js', 420, 438 ]
21196 silly gunzTarPerm extractEntry test/test.html
21197 silly gunzTarPerm modified mode [ 'test/test.html', 420, 438 ]
21198 silly gunzTarPerm extractEntry bin/har-validator
21199 silly gunzTarPerm modified mode [ 'bin/har-validator', 493, 511 ]
21200 silly gunzTarPerm extractEntry lib/async.js
21201 silly gunzTarPerm modified mode [ 'lib/async.js', 420, 438 ]
21202 silly gunzTarPerm extractEntry cli.js
21203 silly gunzTarPerm modified mode [ 'cli.js', 493, 511 ]
21204 silly gunzTarPerm extractEntry csv-streamify.js
21205 silly gunzTarPerm modified mode [ 'csv-streamify.js', 420, 438 ]
21206 silly gunzTarPerm extractEntry license
21207 silly gunzTarPerm modified mode [ 'license', 420, 438 ]
21208 silly gunzTarPerm extractEntry readme.md
21209 silly gunzTarPerm modified mode [ 'readme.md', 420, 438 ]
21210 silly gunzTarPerm extractEntry bin.js
21211 silly gunzTarPerm modified mode [ 'bin.js', 493, 511 ]
21212 silly gunzTarPerm extractEntry rimraf.js
21213 silly gunzTarPerm modified mode [ 'rimraf.js', 420, 438 ]
21214 silly gunzTarPerm extractEntry t.js
21215 silly gunzTarPerm modified mode [ 't.js', 420, 438 ]
21216 silly gunzTarPerm extractEntry LICENSE.MIT
21217 silly gunzTarPerm modified mode [ 'LICENSE.MIT', 420, 438 ]
21218 silly gunzTarPerm extractEntry LICENSE
21219 silly gunzTarPerm modified mode [ 'LICENSE', 488, 510 ]
21220 silly gunzTarPerm extractEntry CONTRIBUTING.md
21221 silly gunzTarPerm modified mode [ 'CONTRIBUTING.md', 416, 438 ]
21222 silly gunzTarPerm extractEntry LICENSE
21223 silly gunzTarPerm modified mode [ 'LICENSE', 420, 438 ]
21224 silly gunzTarPerm extractEntry writable.js
21225 silly gunzTarPerm modified mode [ 'writable.js', 420, 438 ]
21226 silly gunzTarPerm extractEntry lib/firebase-web.js
21227 silly gunzTarPerm modified mode [ 'lib/firebase-web.js', 420, 438 ]
21228 silly gunzTarPerm extractEntry index.js
21229 silly gunzTarPerm modified mode [ 'index.js', 420, 438 ]
21230 silly gunzTarPerm extractEntry didYouMean-1.2.1.js
21231 silly gunzTarPerm modified mode [ 'didYouMean-1.2.1.js', 420, 438 ]
21232 silly gunzTarPerm extractEntry didYouMean-1.2.1.min.js
21233 silly gunzTarPerm modified mode [ 'didYouMean-1.2.1.min.js', 420, 438 ]
21234 silly gunzTarPerm extractEntry lib/async.js
21235 silly gunzTarPerm modified mode [ 'lib/async.js', 436, 438 ]
21236 silly gunzTarPerm extractEntry lib/permuteDomain.js
21237 silly gunzTarPerm modified mode [ 'lib/permuteDomain.js', 420, 438 ]
21238 silly gunzTarPerm extractEntry bin/firebase
21239 silly gunzTarPerm modified mode [ 'bin/firebase', 493, 511 ]
21240 silly gunzTarPerm extractEntry which.js
21241 silly gunzTarPerm modified mode [ 'which.js', 420, 438 ]
21242 silly gunzTarPerm extractEntry bin/which
21243 silly gunzTarPerm modified mode [ 'bin/which', 493, 511 ]
21244 silly gunzTarPerm extractEntry readme.md
21245 silly gunzTarPerm extractEntry lib/auth.js
21246 silly gunzTarPerm modified mode [ 'lib/auth.js', 436, 438 ]
21247 silly gunzTarPerm extractEntry History.md
21248 silly gunzTarPerm modified mode [ 'History.md', 420, 438 ]
21249 silly gunzTarPerm extractEntry readme.md
21250 silly gunzTarPerm modified mode [ 'readme.md', 420, 438 ]
21251 silly gunzTarPerm extractEntry .travis.yml
21252 silly gunzTarPerm modified mode [ '.travis.yml', 420, 438 ]
21253 silly gunzTarPerm extractEntry draft-01/schema
21254 silly gunzTarPerm extractEntry draft-02/hyper-schema
21255 silly gunzTarPerm extractEntry lib/index.js
21256 silly gunzTarPerm modified mode [ 'lib/index.js', 436, 438 ]
21257 silly gunzTarPerm extractEntry .travis.yml
21258 silly gunzTarPerm modified mode [ '.travis.yml', 436, 438 ]
21259 silly gunzTarPerm extractEntry Makefile
21260 silly gunzTarPerm modified mode [ 'Makefile', 420, 438 ]
21261 silly gunzTarPerm extractEntry Readme.md
21262 silly gunzTarPerm modified mode [ 'Readme.md', 420, 438 ]
21263 silly gunzTarPerm extractEntry dist/base64url.d.ts
21264 silly gunzTarPerm modified mode [ 'dist/base64url.d.ts', 420, 438 ]
21265 silly gunzTarPerm extractEntry dist/pad-string.d.ts
21266 silly gunzTarPerm modified mode [ 'dist/pad-string.d.ts', 420, 438 ]
21267 silly gunzTarPerm extractEntry .travis.yml
21268 silly gunzTarPerm modified mode [ '.travis.yml', 420, 438 ]
21269 silly gunzTarPerm extractEntry LICENSE.txt
21270 silly gunzTarPerm modified mode [ 'LICENSE.txt', 420, 438 ]
21271 silly gunzTarPerm extractEntry .travis.yml
21272 silly gunzTarPerm modified mode [ '.travis.yml', 420, 438 ]
21273 silly gunzTarPerm extractEntry images/hoek.png
21274 silly gunzTarPerm modified mode [ 'images/hoek.png', 420, 438 ]
21275 silly gunzTarPerm extractEntry lib/escape.js
21276 silly gunzTarPerm modified mode [ 'lib/escape.js', 420, 438 ]
21277 silly gunzTarPerm extractEntry Makefile
21278 silly gunzTarPerm modified mode [ 'Makefile', 420, 438 ]
21279 silly gunzTarPerm extractEntry CONTRIBUTING.md
21280 silly gunzTarPerm modified mode [ 'CONTRIBUTING.md', 420, 438 ]
21281 silly gunzTarPerm extractEntry aws4.js
21282 silly gunzTarPerm modified mode [ 'aws4.js', 420, 438 ]
21283 silly gunzTarPerm extractEntry lru.js
21284 silly gunzTarPerm modified mode [ 'lru.js', 420, 438 ]
21285 silly gunzTarPerm extractEntry Makefile
21286 silly gunzTarPerm modified mode [ 'Makefile', 420, 438 ]
21287 silly gunzTarPerm extractEntry lib/index.js
21288 silly gunzTarPerm modified mode [ 'lib/index.js', 420, 438 ]
21289 silly gunzTarPerm extractEntry lib/ber/errors.js
21290 silly gunzTarPerm modified mode [ 'lib/ber/errors.js', 420, 438 ]
21291 silly gunzTarPerm extractEntry .travis.yml
21292 silly gunzTarPerm modified mode [ '.travis.yml', 420, 438 ]
21293 silly gunzTarPerm extractEntry Makefile
21294 silly gunzTarPerm modified mode [ 'Makefile', 420, 438 ]
21295 silly gunzTarPerm extractEntry Readme.md
21296 silly gunzTarPerm modified mode [ 'Readme.md', 420, 438 ]
21297 silly gunzTarPerm extractEntry uuid.js
21298 silly gunzTarPerm modified mode [ 'uuid.js', 420, 438 ]
21299 silly gunzTarPerm extractEntry .travis.yml
21300 silly gunzTarPerm modified mode [ '.travis.yml', 420, 438 ]
21301 silly gunzTarPerm extractEntry benchmark/package.json
21302 silly gunzTarPerm modified mode [ 'benchmark/package.json', 420, 438 ]
21303 silly gunzTarPerm extractEntry benchmark/README.md
21304 silly gunzTarPerm modified mode [ 'benchmark/README.md', 420, 438 ]
21305 silly gunzTarPerm extractEntry benchmark/benchmark.js
21306 silly gunzTarPerm modified mode [ 'benchmark/benchmark.js', 420, 438 ]
21307 silly gunzTarPerm extractEntry benchmark/bench.gnu
21308 silly gunzTarPerm modified mode [ 'benchmark/bench.gnu', 420, 438 ]
21309 silly gunzTarPerm extractEntry benchmark/bench.sh
21310 silly gunzTarPerm modified mode [ 'benchmark/bench.sh', 493, 511 ]
21311 silly gunzTarPerm extractEntry benchmark/benchmark-native.c
21312 silly gunzTarPerm modified mode [ 'benchmark/benchmark-native.c', 420, 438 ]
21313 silly gunzTarPerm extractEntry LICENSE.md
21314 silly gunzTarPerm modified mode [ 'LICENSE.md', 420, 438 ]
21315 silly gunzTarPerm extractEntry test/test.js
21316 silly gunzTarPerm modified mode [ 'test/test.js', 420, 438 ]
21317 silly gunzTarPerm extractEntry test/mocha.opts
21318 silly gunzTarPerm modified mode [ 'test/mocha.opts', 420, 438 ]
21319 silly gunzTarPerm extractEntry misc/compare.js
21320 silly gunzTarPerm modified mode [ 'misc/compare.js', 420, 438 ]
21321 silly gunzTarPerm extractEntry misc/perf.js
21322 silly gunzTarPerm modified mode [ 'misc/perf.js', 420, 438 ]
21323 silly gunzTarPerm extractEntry lib/util.js
21324 silly gunzTarPerm modified mode [ 'lib/util.js', 420, 438 ]
21325 silly gunzTarPerm extractEntry .travis.yml
21326 silly gunzTarPerm modified mode [ '.travis.yml', 420, 438 ]
21327 silly gunzTarPerm extractEntry Makefile
21328 silly gunzTarPerm modified mode [ 'Makefile', 420, 438 ]
21329 silly gunzTarPerm extractEntry uuid.js
21330 silly gunzTarPerm modified mode [ 'uuid.js', 420, 438 ]
21331 silly gunzTarPerm extractEntry .travis.yml
21332 silly gunzTarPerm modified mode [ '.travis.yml', 420, 438 ]
21333 silly gunzTarPerm extractEntry benchmark/package.json
21334 silly gunzTarPerm modified mode [ 'benchmark/package.json', 420, 438 ]
21335 silly gunzTarPerm extractEntry benchmark/README.md
21336 silly gunzTarPerm modified mode [ 'benchmark/README.md', 420, 438 ]
21337 silly gunzTarPerm extractEntry benchmark/benchmark.js
21338 silly gunzTarPerm modified mode [ 'benchmark/benchmark.js', 420, 438 ]
21339 silly gunzTarPerm extractEntry benchmark/bench.gnu
21340 silly gunzTarPerm modified mode [ 'benchmark/bench.gnu', 420, 438 ]
21341 silly gunzTarPerm extractEntry benchmark/bench.sh
21342 silly gunzTarPerm modified mode [ 'benchmark/bench.sh', 493, 511 ]
21343 silly gunzTarPerm extractEntry benchmark/benchmark-native.c
21344 silly gunzTarPerm modified mode [ 'benchmark/benchmark-native.c', 420, 438 ]
21345 silly gunzTarPerm extractEntry LICENSE.md
21346 silly gunzTarPerm modified mode [ 'LICENSE.md', 420, 438 ]
21347 silly gunzTarPerm extractEntry test/test.js
21348 silly gunzTarPerm modified mode [ 'test/test.js', 420, 438 ]
21349 silly gunzTarPerm extractEntry test/mocha.opts
21350 silly gunzTarPerm modified mode [ 'test/mocha.opts', 420, 438 ]
21351 silly gunzTarPerm extractEntry misc/compare.js
21352 silly gunzTarPerm modified mode [ 'misc/compare.js', 420, 438 ]
21353 silly gunzTarPerm extractEntry misc/perf.js
21354 silly gunzTarPerm modified mode [ 'misc/perf.js', 420, 438 ]
21355 silly gunzTarPerm extractEntry .travis.yml
21356 silly gunzTarPerm modified mode [ '.travis.yml', 420, 438 ]
21357 silly gunzTarPerm extractEntry Makefile
21358 silly gunzTarPerm modified mode [ 'Makefile', 420, 438 ]
21359 silly gunzTarPerm extractEntry test.js
21360 silly gunzTarPerm modified mode [ 'test.js', 420, 438 ]
21361 silly gunzTarPerm extractEntry .travis.yml
21362 silly gunzTarPerm modified mode [ '.travis.yml', 420, 438 ]
21363 silly gunzTarPerm extractEntry .travis.yml
21364 silly gunzTarPerm modified mode [ '.travis.yml', 420, 438 ]
21365 silly gunzTarPerm extractEntry Makefile
21366 silly gunzTarPerm modified mode [ 'Makefile', 420, 438 ]
21367 silly gunzTarPerm extractEntry lib/delayed_stream.js
21368 silly gunzTarPerm modified mode [ 'lib/delayed_stream.js', 420, 438 ]
21369 silly gunzTarPerm extractEntry CHANGELOG.md
21370 silly gunzTarPerm modified mode [ 'CHANGELOG.md', 420, 438 ]
21371 silly gunzTarPerm extractEntry .jscs.json
21372 silly gunzTarPerm modified mode [ '.jscs.json', 420, 438 ]
21373 silly gunzTarPerm extractEntry Makefile.deps
21374 silly gunzTarPerm modified mode [ 'Makefile.deps', 420, 438 ]
21375 silly gunzTarPerm extractEntry examples/simple.js
21376 silly gunzTarPerm modified mode [ 'examples/simple.js', 420, 438 ]
21377 silly gunzTarPerm extractEntry lib/analyze.js
21378 silly gunzTarPerm modified mode [ 'lib/analyze.js', 436, 438 ]
21379 silly gunzTarPerm extractEntry lib/document.js
21380 silly gunzTarPerm modified mode [ 'lib/document.js', 436, 438 ]
21381 silly gunzTarPerm extractEntry lib/parse.js
21382 silly gunzTarPerm modified mode [ 'lib/parse.js', 436, 438 ]
21383 silly gunzTarPerm extractEntry lib/stringify.js
21384 silly gunzTarPerm modified mode [ 'lib/stringify.js', 436, 438 ]
21385 silly gunzTarPerm extractEntry lib/unicode.js
21386 silly gunzTarPerm modified mode [ 'lib/unicode.js', 436, 438 ]
21387 silly gunzTarPerm extractEntry lib/utils.js
21388 silly gunzTarPerm modified mode [ 'lib/utils.js', 436, 438 ]
21389 silly gunzTarPerm extractEntry package.yaml
21390 silly gunzTarPerm modified mode [ 'package.yaml', 436, 438 ]
21391 silly gunzTarPerm extractEntry mode.js
21392 silly gunzTarPerm modified mode [ 'mode.js', 420, 438 ]
21393 silly gunzTarPerm extractEntry windows.js
21394 silly gunzTarPerm modified mode [ 'windows.js', 420, 438 ]
21395 silly gunzTarPerm extractEntry .istanbul.yml
21396 silly gunzTarPerm modified mode [ '.istanbul.yml', 420, 438 ]
21397 silly gunzTarPerm extractEntry .editorconfig
21398 silly gunzTarPerm modified mode [ '.editorconfig', 420, 438 ]
21399 silly gunzTarPerm extractEntry test.js
21400 silly gunzTarPerm modified mode [ 'test.js', 420, 438 ]
21401 silly gunzTarPerm extractEntry .travis.yml
21402 silly gunzTarPerm modified mode [ '.travis.yml', 420, 438 ]
21403 silly gunzTarPerm extractEntry test.js
21404 silly gunzTarPerm modified mode [ 'test.js', 420, 438 ]
21405 silly gunzTarPerm extractEntry lib/ec.js
21406 silly gunzTarPerm modified mode [ 'lib/ec.js', 420, 438 ]
21407 silly gunzTarPerm extractEntry appveyor.yml
21408 silly gunzTarPerm modified mode [ 'appveyor.yml', 420, 438 ]
21409 silly gunzTarPerm extractEntry CHANGELOG.md
21410 silly gunzTarPerm modified mode [ 'CHANGELOG.md', 420, 438 ]
21411 silly gunzTarPerm extractEntry test/index.js
21412 silly gunzTarPerm modified mode [ 'test/index.js', 420, 438 ]
21413 silly gunzTarPerm extractEntry .eslintrc
21414 silly gunzTarPerm modified mode [ '.eslintrc', 420, 438 ]
21415 silly gunzTarPerm extractEntry README.markdown
21416 silly gunzTarPerm modified mode [ 'README.markdown', 420, 438 ]
21417 silly gunzTarPerm extractEntry node.js
21418 silly gunzTarPerm modified mode [ 'node.js', 420, 438 ]
21419 silly gunzTarPerm extractEntry test.js
21420 silly gunzTarPerm modified mode [ 'test.js', 420, 438 ]
21421 silly gunzTarPerm extractEntry lib/sign-stream.js
21422 silly gunzTarPerm modified mode [ 'lib/sign-stream.js', 436, 438 ]
21423 silly gunzTarPerm extractEntry lib/tostring.js
21424 silly gunzTarPerm modified mode [ 'lib/tostring.js', 436, 438 ]
21425 silly gunzTarPerm extractEntry CONTRIBUTING.md
21426 silly gunzTarPerm modified mode [ 'CONTRIBUTING.md', 420, 438 ]
21427 silly gunzTarPerm extractEntry images/boom.png
21428 silly gunzTarPerm modified mode [ 'images/boom.png', 493, 511 ]
21429 silly gunzTarPerm extractEntry examples/normal-usage.js
21430 silly gunzTarPerm modified mode [ 'examples/normal-usage.js', 420, 438 ]
21431 silly gunzTarPerm extractEntry examples/safe-string.js
21432 silly gunzTarPerm modified mode [ 'examples/safe-string.js', 420, 438 ]
21433 silly gunzTarPerm extractEntry CHANGELOG.md
21434 silly gunzTarPerm modified mode [ 'CHANGELOG.md', 420, 438 ]
21435 silly gunzTarPerm extractEntry Makefile
21436 silly gunzTarPerm modified mode [ 'Makefile', 420, 438 ]
21437 silly gunzTarPerm extractEntry writable.js
21438 silly gunzTarPerm modified mode [ 'writable.js', 420, 438 ]
21439 silly gunzTarPerm extractEntry passthrough.js
21440 silly gunzTarPerm modified mode [ 'passthrough.js', 420, 438 ]
21441 silly gunzTarPerm extractEntry docs/pkginfo.html
21442 silly gunzTarPerm modified mode [ 'docs/pkginfo.html', 420, 438 ]
21443 silly gunzTarPerm extractEntry examples/package.json
21444 silly gunzTarPerm modified mode [ 'examples/package.json', 420, 438 ]
21445 silly gunzTarPerm extractEntry examples/all-properties.js
21446 silly gunzTarPerm modified mode [ 'examples/all-properties.js', 420, 438 ]
21447 silly gunzTarPerm extractEntry examples/array-argument.js
21448 silly gunzTarPerm modified mode [ 'examples/array-argument.js', 420, 438 ]
21449 silly gunzTarPerm extractEntry examples/multiple-properties.js
21450 silly gunzTarPerm modified mode [ 'examples/multiple-properties.js', 420, 438 ]
21451 silly gunzTarPerm extractEntry examples/object-argument.js
21452 silly gunzTarPerm modified mode [ 'examples/object-argument.js', 420, 438 ]
21453 silly gunzTarPerm extractEntry examples/single-property.js
21454 silly gunzTarPerm modified mode [ 'examples/single-property.js', 420, 438 ]
21455 silly gunzTarPerm extractEntry examples/target-dir.js
21456 silly gunzTarPerm modified mode [ 'examples/target-dir.js', 420, 438 ]
21457 silly gunzTarPerm extractEntry examples/subdir/package.json
21458 silly gunzTarPerm modified mode [ 'examples/subdir/package.json', 420, 438 ]
21459 silly gunzTarPerm extractEntry lib/pkginfo.js
21460 silly gunzTarPerm modified mode [ 'lib/pkginfo.js', 420, 438 ]
21461 silly gunzTarPerm extractEntry test/pkginfo-test.js
21462 silly gunzTarPerm modified mode [ 'test/pkginfo-test.js', 420, 438 ]
21463 silly gunzTarPerm extractEntry LICENSE-MIT
21464 silly gunzTarPerm modified mode [ 'LICENSE-MIT', 420, 438 ]
21465 silly gunzTarPerm extractEntry test/fs_test.js
21466 silly gunzTarPerm modified mode [ 'test/fs_test.js', 420, 438 ]
21467 silly gunzTarPerm extractEntry .travis.yml
21468 silly gunzTarPerm modified mode [ '.travis.yml', 420, 438 ]
21469 silly gunzTarPerm extractEntry Makefile
21470 silly gunzTarPerm modified mode [ 'Makefile', 420, 438 ]
21471 silly gunzTarPerm extractEntry LICENSE.md
21472 silly gunzTarPerm modified mode [ 'LICENSE.md', 420, 438 ]
21473 silly gunzTarPerm extractEntry .jshintrc
21474 silly gunzTarPerm modified mode [ '.jshintrc', 420, 438 ]
21475 silly gunzTarPerm extractEntry .travis.yml
21476 silly gunzTarPerm modified mode [ '.travis.yml', 420, 438 ]
